project_name,apartment_type,project_url,project_description,project_img_url,project_zone,project_status,project_lat,project_lon,apartment_m2,apartment_beds,apartment_baths,apartment_parking,apartment_has_serviceroom,apartment_has_storeroom,apartment_rent,apartment_price,project_c_date,project_m_date,apartment_rent_m2,apartment_price_m2
ativo-apartamentos,Estilo NT5,https://citymap.com.gt/propiedades/ativo-apartamentos/,"Ubicados en Zona 13. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 8 amenidades. Direccion: 22 Calle 14-58 Zona 13. Ativo apa tame tos e  zo a 13
Ativo cue ta co  56 apa tame tos de 1, 2 y 3 habitacio es. Los apa tame tos sob esale  po  sus techos de 3 met os de altu a y co c eto expuesto.

Los espacios está  diseñados pa a que sea  amplios y cómodos pa a u a pa eja, u a familia o amigos",https://citymap.com.gt/wp-content/uploads/2021/07/ATIVO.jpg,zona-13,,14.5740519962143,-90.52670085341042,49.0,2.0,1.0,1.0,,,,142000.0,2021-07-19,2024-06-13,,2897.96
ativo-apartamentos,Estilo NT6,https://citymap.com.gt/propiedades/ativo-apartamentos/,"Ubicados en Zona 13. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 8 amenidades. Direccion: 22 Calle 14-58 Zona 13. Ativo apa tame tos e  zo a 13
Ativo cue ta co  56 apa tame tos de 1, 2 y 3 habitacio es. Los apa tame tos sob esale  po  sus techos de 3 met os de altu a y co c eto expuesto.

Los espacios está  diseñados pa a que sea  amplios y cómodos pa a u a pa eja, u a familia o amigos",https://citymap.com.gt/wp-content/uploads/2021/07/ATIVO.jpg,zona-13,,14.5740519962143,-90.52670085341042,49.0,2.0,1.0,1.0,,,,142000.0,2021-07-19,2024-06-13,,2897.96
ativo-apartamentos,Estilo N1-3D,https://citymap.com.gt/propiedades/ativo-apartamentos/,"Ubicados en Zona 13. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 8 amenidades. Direccion: 22 Calle 14-58 Zona 13. Ativo apa tame tos e  zo a 13
Ativo cue ta co  56 apa tame tos de 1, 2 y 3 habitacio es. Los apa tame tos sob esale  po  sus techos de 3 met os de altu a y co c eto expuesto.

Los espacios está  diseñados pa a que sea  amplios y cómodos pa a u a pa eja, u a familia o amigos",https://citymap.com.gt/wp-content/uploads/2021/07/ATIVO.jpg,zona-13,,14.5740519962143,-90.52670085341042,119.0,3.0,2.0,2.0,,,,257000.0,2021-07-19,2024-06-13,,2159.66
artis,Light,https://citymap.com.gt/propiedades/artis/,"Ubicados en Zona 13 con precio desde $1,245. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 8 amenidades. Direccion: 15 Avenida A 20-60 Zona 13.",https://citymap.com.gt/wp-content/uploads/2021/03/ARTIS-2-1.jpg,zona-13,,14.575645380569323,-90.52524626255035,67.0,1.0,1.5,2.0,,,1245.0,,2021-03-03,2024-10-10,18.58,
artis,Bold,https://citymap.com.gt/propiedades/artis/,"Ubicados en Zona 13 con precio desde $1,245. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 8 amenidades. Direccion: 15 Avenida A 20-60 Zona 13.",https://citymap.com.gt/wp-content/uploads/2021/03/ARTIS-2-1.jpg,zona-13,,14.575645380569323,-90.52524626255035,74.0,2.0,2.0,2.0,,,1327.0,,2021-03-03,2024-10-10,17.93,
artis,Plus,https://citymap.com.gt/propiedades/artis/,"Ubicados en Zona 13 con precio desde $1,245. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 8 amenidades. Direccion: 15 Avenida A 20-60 Zona 13.",https://citymap.com.gt/wp-content/uploads/2021/03/ARTIS-2-1.jpg,zona-13,,14.575645380569323,-90.52524626255035,80.0,3.0,2.0,2.0,,,1439.0,,2021-03-03,2024-10-10,17.99,
via-pulte,Apto A701A,https://citymap.com.gt/propiedades/via-pulte/,"Ubicados en Zona 16. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 9 amenidades. Direccion: zona 16, Ciudad de Guatemala. Vía Pulté Apa tame tos e  zo a 16
VÍA PULTÉ es u  p oyecto de G upo Soho, u a desa ollado a de p oyectos de co st ucció  i ovado es. El mismo se ha ca acte izado po  desa olla  p oyectos di igidos al secto  más exclusivo pa a dife e tes usos.

Desde p oyectos  eside ciales co  clubes exclusivos, hasta el p ime  desa ollo ve tical de uso mixto e  Guatemala co  á ea come cial, ofici as, hotel y apa tame tos.",https://citymap.com.gt/wp-content/uploads/2025/01/viapulte.jpg,zona-16,,14.591524137110447,-90.44871002824428,78.82,1.0,1.5,1.0,,,,164000.0,2025-01-24,2025-01-24,,2080.69
via-pulte,Tipo B-2,https://citymap.com.gt/propiedades/via-pulte/,"Ubicados en Zona 16. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 9 amenidades. Direccion: zona 16, Ciudad de Guatemala. Vía Pulté Apa tame tos e  zo a 16
VÍA PULTÉ es u  p oyecto de G upo Soho, u a desa ollado a de p oyectos de co st ucció  i ovado es. El mismo se ha ca acte izado po  desa olla  p oyectos di igidos al secto  más exclusivo pa a dife e tes usos.

Desde p oyectos  eside ciales co  clubes exclusivos, hasta el p ime  desa ollo ve tical de uso mixto e  Guatemala co  á ea come cial, ofici as, hotel y apa tame tos.",https://citymap.com.gt/wp-content/uploads/2025/01/viapulte.jpg,zona-16,,14.591524137110447,-90.44871002824428,100.34,2.0,2.5,2.0,,,,220000.0,2025-01-24,2025-01-24,,2192.55
via-pulte,Tipo B-3,https://citymap.com.gt/propiedades/via-pulte/,"Ubicados en Zona 16. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 9 amenidades. Direccion: zona 16, Ciudad de Guatemala. Vía Pulté Apa tame tos e  zo a 16
VÍA PULTÉ es u  p oyecto de G upo Soho, u a desa ollado a de p oyectos de co st ucció  i ovado es. El mismo se ha ca acte izado po  desa olla  p oyectos di igidos al secto  más exclusivo pa a dife e tes usos.

Desde p oyectos  eside ciales co  clubes exclusivos, hasta el p ime  desa ollo ve tical de uso mixto e  Guatemala co  á ea come cial, ofici as, hotel y apa tame tos.",https://citymap.com.gt/wp-content/uploads/2025/01/viapulte.jpg,zona-16,,14.591524137110447,-90.44871002824428,102.15,2.0,2.5,2.0,,,,,2025-01-24,2025-01-24,,
via-pulte,Tipo B-4,https://citymap.com.gt/propiedades/via-pulte/,"Ubicados en Zona 16. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 9 amenidades. Direccion: zona 16, Ciudad de Guatemala. Vía Pulté Apa tame tos e  zo a 16
VÍA PULTÉ es u  p oyecto de G upo Soho, u a desa ollado a de p oyectos de co st ucció  i ovado es. El mismo se ha ca acte izado po  desa olla  p oyectos di igidos al secto  más exclusivo pa a dife e tes usos.

Desde p oyectos  eside ciales co  clubes exclusivos, hasta el p ime  desa ollo ve tical de uso mixto e  Guatemala co  á ea come cial, ofici as, hotel y apa tame tos.",https://citymap.com.gt/wp-content/uploads/2025/01/viapulte.jpg,zona-16,,14.591524137110447,-90.44871002824428,102.72,2.0,2.5,2.0,,,,,2025-01-24,2025-01-24,,
via-pulte,Tipo B-5,https://citymap.com.gt/propiedades/via-pulte/,"Ubicados en Zona 16. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 9 amenidades. Direccion: zona 16, Ciudad de Guatemala. Vía Pulté Apa tame tos e  zo a 16
VÍA PULTÉ es u  p oyecto de G upo Soho, u a desa ollado a de p oyectos de co st ucció  i ovado es. El mismo se ha ca acte izado po  desa olla  p oyectos di igidos al secto  más exclusivo pa a dife e tes usos.

Desde p oyectos  eside ciales co  clubes exclusivos, hasta el p ime  desa ollo ve tical de uso mixto e  Guatemala co  á ea come cial, ofici as, hotel y apa tame tos.",https://citymap.com.gt/wp-content/uploads/2025/01/viapulte.jpg,zona-16,,14.591524137110447,-90.44871002824428,96.62,2.0,2.5,2.0,,,,,2025-01-24,2025-01-24,,
via-pulte,Apto C702,https://citymap.com.gt/propiedades/via-pulte/,"Ubicados en Zona 16. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 9 amenidades. Direccion: zona 16, Ciudad de Guatemala. Vía Pulté Apa tame tos e  zo a 16
VÍA PULTÉ es u  p oyecto de G upo Soho, u a desa ollado a de p oyectos de co st ucció  i ovado es. El mismo se ha ca acte izado po  desa olla  p oyectos di igidos al secto  más exclusivo pa a dife e tes usos.

Desde p oyectos  eside ciales co  clubes exclusivos, hasta el p ime  desa ollo ve tical de uso mixto e  Guatemala co  á ea come cial, ofici as, hotel y apa tame tos.",https://citymap.com.gt/wp-content/uploads/2025/01/viapulte.jpg,zona-16,,14.591524137110447,-90.44871002824428,144.9,3.0,,2.0,,,,298000.0,2025-01-24,2025-01-24,,2056.59
essenza-apartamentos,Tipo A,https://citymap.com.gt/propiedades/essenza-apartamentos/,"Ubicados en Zona 13. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 16 amenidades. Direccion: 16 calle 14-35 zona 13. Esse za Apa tame tos e  zo a 13
Esse za es u  edificio de apa tame tos de 1, 2 y 3 do mito ios, ubicado e  la zo a más exclusiva de la ciudad.",https://citymap.com.gt/wp-content/uploads/2022/10/essenza-apartamentos-zona-13.jpg,zona-13,Vendido,14.582282,-90.524214,50.0,1.0,1.0,1.0,,,,,2022-10-25,2024-08-28,,
essenza-apartamentos,Tipo B,https://citymap.com.gt/propiedades/essenza-apartamentos/,"Ubicados en Zona 13. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 16 amenidades. Direccion: 16 calle 14-35 zona 13. Esse za Apa tame tos e  zo a 13
Esse za es u  edificio de apa tame tos de 1, 2 y 3 do mito ios, ubicado e  la zo a más exclusiva de la ciudad.",https://citymap.com.gt/wp-content/uploads/2022/10/essenza-apartamentos-zona-13.jpg,zona-13,Vendido,14.582282,-90.524214,55.0,1.0,1.0,1.0,,,,,2022-10-25,2024-08-28,,
essenza-apartamentos,Tipo C,https://citymap.com.gt/propiedades/essenza-apartamentos/,"Ubicados en Zona 13. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 16 amenidades. Direccion: 16 calle 14-35 zona 13. Esse za Apa tame tos e  zo a 13
Esse za es u  edificio de apa tame tos de 1, 2 y 3 do mito ios, ubicado e  la zo a más exclusiva de la ciudad.",https://citymap.com.gt/wp-content/uploads/2022/10/essenza-apartamentos-zona-13.jpg,zona-13,Vendido,14.582282,-90.524214,73.0,2.0,2.0,2.0,,,,,2022-10-25,2024-08-28,,
essenza-apartamentos,Tipo D,https://citymap.com.gt/propiedades/essenza-apartamentos/,"Ubicados en Zona 13. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 16 amenidades. Direccion: 16 calle 14-35 zona 13. Esse za Apa tame tos e  zo a 13
Esse za es u  edificio de apa tame tos de 1, 2 y 3 do mito ios, ubicado e  la zo a más exclusiva de la ciudad.",https://citymap.com.gt/wp-content/uploads/2022/10/essenza-apartamentos-zona-13.jpg,zona-13,Vendido,14.582282,-90.524214,75.0,2.0,2.0,2.0,,,,,2022-10-25,2024-08-28,,
essenza-apartamentos,Tipo E,https://citymap.com.gt/propiedades/essenza-apartamentos/,"Ubicados en Zona 13. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 16 amenidades. Direccion: 16 calle 14-35 zona 13. Esse za Apa tame tos e  zo a 13
Esse za es u  edificio de apa tame tos de 1, 2 y 3 do mito ios, ubicado e  la zo a más exclusiva de la ciudad.",https://citymap.com.gt/wp-content/uploads/2022/10/essenza-apartamentos-zona-13.jpg,zona-13,Vendido,14.582282,-90.524214,75.0,2.0,2.0,2.0,,,,,2022-10-25,2024-08-28,,
essenza-apartamentos,Tipo F,https://citymap.com.gt/propiedades/essenza-apartamentos/,"Ubicados en Zona 13. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 16 amenidades. Direccion: 16 calle 14-35 zona 13. Esse za Apa tame tos e  zo a 13
Esse za es u  edificio de apa tame tos de 1, 2 y 3 do mito ios, ubicado e  la zo a más exclusiva de la ciudad.",https://citymap.com.gt/wp-content/uploads/2022/10/essenza-apartamentos-zona-13.jpg,zona-13,Vendido,14.582282,-90.524214,75.0,2.0,2.0,,,,,,2022-10-25,2024-08-28,,
essenza-apartamentos,Tipo L,https://citymap.com.gt/propiedades/essenza-apartamentos/,"Ubicados en Zona 13. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 16 amenidades. Direccion: 16 calle 14-35 zona 13. Esse za Apa tame tos e  zo a 13
Esse za es u  edificio de apa tame tos de 1, 2 y 3 do mito ios, ubicado e  la zo a más exclusiva de la ciudad.",https://citymap.com.gt/wp-content/uploads/2022/10/essenza-apartamentos-zona-13.jpg,zona-13,Vendido,14.582282,-90.524214,73.0,2.0,2.0,2.0,,,,,2022-10-25,2024-08-28,,
essenza-apartamentos,Tipo M,https://citymap.com.gt/propiedades/essenza-apartamentos/,"Ubicados en Zona 13. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 16 amenidades. Direccion: 16 calle 14-35 zona 13. Esse za Apa tame tos e  zo a 13
Esse za es u  edificio de apa tame tos de 1, 2 y 3 do mito ios, ubicado e  la zo a más exclusiva de la ciudad.",https://citymap.com.gt/wp-content/uploads/2022/10/essenza-apartamentos-zona-13.jpg,zona-13,Vendido,14.582282,-90.524214,82.0,2.0,2.0,2.0,,,,,2022-10-25,2024-08-28,,
essenza-apartamentos,Tipo N,https://citymap.com.gt/propiedades/essenza-apartamentos/,"Ubicados en Zona 13. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 16 amenidades. Direccion: 16 calle 14-35 zona 13. Esse za Apa tame tos e  zo a 13
Esse za es u  edificio de apa tame tos de 1, 2 y 3 do mito ios, ubicado e  la zo a más exclusiva de la ciudad.",https://citymap.com.gt/wp-content/uploads/2022/10/essenza-apartamentos-zona-13.jpg,zona-13,Vendido,14.582282,-90.524214,84.0,2.0,2.0,2.0,,,,,2022-10-25,2024-08-28,,
essenza-apartamentos,Tipo G,https://citymap.com.gt/propiedades/essenza-apartamentos/,"Ubicados en Zona 13. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 16 amenidades. Direccion: 16 calle 14-35 zona 13. Esse za Apa tame tos e  zo a 13
Esse za es u  edificio de apa tame tos de 1, 2 y 3 do mito ios, ubicado e  la zo a más exclusiva de la ciudad.",https://citymap.com.gt/wp-content/uploads/2022/10/essenza-apartamentos-zona-13.jpg,zona-13,Vendido,14.582282,-90.524214,91.0,3.0,2.0,2.0,,,,,2022-10-25,2024-08-28,,
essenza-apartamentos,Tipo H,https://citymap.com.gt/propiedades/essenza-apartamentos/,"Ubicados en Zona 13. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 16 amenidades. Direccion: 16 calle 14-35 zona 13. Esse za Apa tame tos e  zo a 13
Esse za es u  edificio de apa tame tos de 1, 2 y 3 do mito ios, ubicado e  la zo a más exclusiva de la ciudad.",https://citymap.com.gt/wp-content/uploads/2022/10/essenza-apartamentos-zona-13.jpg,zona-13,Vendido,14.582282,-90.524214,94.0,3.0,2.0,2.0,,,,,2022-10-25,2024-08-28,,
essenza-apartamentos,Tipo I,https://citymap.com.gt/propiedades/essenza-apartamentos/,"Ubicados en Zona 13. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 16 amenidades. Direccion: 16 calle 14-35 zona 13. Esse za Apa tame tos e  zo a 13
Esse za es u  edificio de apa tame tos de 1, 2 y 3 do mito ios, ubicado e  la zo a más exclusiva de la ciudad.",https://citymap.com.gt/wp-content/uploads/2022/10/essenza-apartamentos-zona-13.jpg,zona-13,Vendido,14.582282,-90.524214,101.0,3.0,2.0,2.0,,,,,2022-10-25,2024-08-28,,
essenza-apartamentos,Tipo J,https://citymap.com.gt/propiedades/essenza-apartamentos/,"Ubicados en Zona 13. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 16 amenidades. Direccion: 16 calle 14-35 zona 13. Esse za Apa tame tos e  zo a 13
Esse za es u  edificio de apa tame tos de 1, 2 y 3 do mito ios, ubicado e  la zo a más exclusiva de la ciudad.",https://citymap.com.gt/wp-content/uploads/2022/10/essenza-apartamentos-zona-13.jpg,zona-13,Vendido,14.582282,-90.524214,110.0,3.0,2.0,2.0,,,,,2022-10-25,2024-08-28,,
essenza-apartamentos,Tipo O,https://citymap.com.gt/propiedades/essenza-apartamentos/,"Ubicados en Zona 13. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 16 amenidades. Direccion: 16 calle 14-35 zona 13. Esse za Apa tame tos e  zo a 13
Esse za es u  edificio de apa tame tos de 1, 2 y 3 do mito ios, ubicado e  la zo a más exclusiva de la ciudad.",https://citymap.com.gt/wp-content/uploads/2022/10/essenza-apartamentos-zona-13.jpg,zona-13,Vendido,14.582282,-90.524214,99.0,3.0,2.5,2.0,,,,,2022-10-25,2024-08-28,,
altaire,B2,https://citymap.com.gt/propiedades/altaire/,"Ubicados en Zona 11 con precio desde Q10,000. Con apartamentos de 2 o 3 habitaciones. Con más de 16 amenidades. Direccion: Diagonal 17 22-83 Zona 11 Colonia Mariscal.",https://citymap.com.gt/wp-content/uploads/2021/11/build.c4af0658.png,zona-11,,14.602764,-90.555864,66.0,2.0,2.0,2.0,,True,,,2021-11-17,2024-09-25,,
altaire,C,https://citymap.com.gt/propiedades/altaire/,"Ubicados en Zona 11 con precio desde Q10,000. Con apartamentos de 2 o 3 habitaciones. Con más de 16 amenidades. Direccion: Diagonal 17 22-83 Zona 11 Colonia Mariscal.",https://citymap.com.gt/wp-content/uploads/2021/11/build.c4af0658.png,zona-11,,14.602764,-90.555864,56.0,2.0,2.0,2.0,,True,,,2021-11-17,2024-09-25,,
altaire,A,https://citymap.com.gt/propiedades/altaire/,"Ubicados en Zona 11 con precio desde Q10,000. Con apartamentos de 2 o 3 habitaciones. Con más de 16 amenidades. Direccion: Diagonal 17 22-83 Zona 11 Colonia Mariscal.",https://citymap.com.gt/wp-content/uploads/2021/11/build.c4af0658.png,zona-11,,14.602764,-90.555864,80.0,3.0,2.0,2.0,,True,,,2021-11-17,2024-09-25,,
altaire,B3,https://citymap.com.gt/propiedades/altaire/,"Ubicados en Zona 11 con precio desde Q10,000. Con apartamentos de 2 o 3 habitaciones. Con más de 16 amenidades. Direccion: Diagonal 17 22-83 Zona 11 Colonia Mariscal.",https://citymap.com.gt/wp-content/uploads/2021/11/build.c4af0658.png,zona-11,,14.602764,-90.555864,66.0,3.0,2.0,2.0,,True,,,2021-11-17,2024-09-25,,
altaire,D,https://citymap.com.gt/propiedades/altaire/,"Ubicados en Zona 11 con precio desde Q10,000. Con apartamentos de 2 o 3 habitaciones. Con más de 16 amenidades. Direccion: Diagonal 17 22-83 Zona 11 Colonia Mariscal.",https://citymap.com.gt/wp-content/uploads/2021/11/build.c4af0658.png,zona-11,,14.602764,-90.555864,112.0,3.0,2.5,2.0,,True,,,2021-11-17,2024-09-25,,
altaire,E,https://citymap.com.gt/propiedades/altaire/,"Ubicados en Zona 11 con precio desde Q10,000. Con apartamentos de 2 o 3 habitaciones. Con más de 16 amenidades. Direccion: Diagonal 17 22-83 Zona 11 Colonia Mariscal.",https://citymap.com.gt/wp-content/uploads/2021/11/build.c4af0658.png,zona-11,,14.602764,-90.555864,80.0,3.0,2.0,2.0,,True,,,2021-11-17,2024-09-25,,
altaire,F,https://citymap.com.gt/propiedades/altaire/,"Ubicados en Zona 11 con precio desde Q10,000. Con apartamentos de 2 o 3 habitaciones. Con más de 16 amenidades. Direccion: Diagonal 17 22-83 Zona 11 Colonia Mariscal.",https://citymap.com.gt/wp-content/uploads/2021/11/build.c4af0658.png,zona-11,,14.602764,-90.555864,75.0,3.0,2.0,2.0,,True,,,2021-11-17,2024-09-25,,
foret,Tipo A,https://citymap.com.gt/propiedades/foret/,"Ubicados en Zona 16 con precio desde $1,370. Con apartamentos de 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: Kanajuyú zona 16, Guatemala City, Guatemala.",https://citymap.com.gt/wp-content/uploads/2024/04/ForetFrontPrincipal.jpg,zona-16,,14.601099161832195,-90.47689139842988,114.83,2.0,2.5,,,,,,2024-04-01,2024-10-25,,
foret,Tipo B,https://citymap.com.gt/propiedades/foret/,"Ubicados en Zona 16 con precio desde $1,370. Con apartamentos de 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: Kanajuyú zona 16, Guatemala City, Guatemala.",https://citymap.com.gt/wp-content/uploads/2024/04/ForetFrontPrincipal.jpg,zona-16,,14.601099161832195,-90.47689139842988,111.55,2.0,2.5,,,,,,2024-04-01,2024-10-25,,
foret,Tipo C,https://citymap.com.gt/propiedades/foret/,"Ubicados en Zona 16 con precio desde $1,370. Con apartamentos de 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: Kanajuyú zona 16, Guatemala City, Guatemala.",https://citymap.com.gt/wp-content/uploads/2024/04/ForetFrontPrincipal.jpg,zona-16,,14.601099161832195,-90.47689139842988,110.09,2.0,2.5,,,,,,2024-04-01,2024-10-25,,
foret,Tipo D,https://citymap.com.gt/propiedades/foret/,"Ubicados en Zona 16 con precio desde $1,370. Con apartamentos de 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: Kanajuyú zona 16, Guatemala City, Guatemala.",https://citymap.com.gt/wp-content/uploads/2024/04/ForetFrontPrincipal.jpg,zona-16,,14.601099161832195,-90.47689139842988,143.1,3.0,2.5,,,,,,2024-04-01,2024-10-25,,
foret,Tipo E,https://citymap.com.gt/propiedades/foret/,"Ubicados en Zona 16 con precio desde $1,370. Con apartamentos de 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: Kanajuyú zona 16, Guatemala City, Guatemala.",https://citymap.com.gt/wp-content/uploads/2024/04/ForetFrontPrincipal.jpg,zona-16,,14.601099161832195,-90.47689139842988,140.95,3.0,2.5,,,,,,2024-04-01,2024-10-25,,
las-7-gotas,3 o 4 habitaciones,https://citymap.com.gt/propiedades/las-7-gotas/,"Ubicados en Carretera a El Salvador con precio desde Q8,500. Con apartamentos de 3 habitaciones. Con más de 7 amenidades. Direccion: Km16.5 Carretera Salvador, Atras de sporta..",https://citymap.com.gt/wp-content/uploads/2023/10/las-7-gotas.jpg,carretera-a-el-salvador,Destacado,14.544251,-90.476817,155.0,3.0,2.5,3.0,,,1089.74,176282.05,2023-10-04,2025-01-07,7.03,1137.3
nogales-de-cayala,Tipo A,https://citymap.com.gt/propiedades/nogales-de-cayala/,"Ubicados en Zona 16. Con apartamentos de 3 habitaciones. Con más de 5 amenidades. Direccion: Zona 16, Ciudad de Guatemala. Nogales de Cayalá Apa tame tos e  zo a 16
E  su ce ca ía co ta á co  u  pue te peato al que lo co ecta á a la ciudad que lo tie e todo.

Posee u a ubicació  excepcio al co  dive sidad de come cios, gast o omía y luga es de i te és e  u  ambie te segu o pa a disf uta  e  familia.",https://citymap.com.gt/wp-content/uploads/2024/05/Nogales1.jpg,zona-16,,14.604077723664046,-90.48450275813306,145.0,3.0,3.5,,True,,,,2024-05-16,2024-06-06,,
nogales-de-cayala,Tipo B,https://citymap.com.gt/propiedades/nogales-de-cayala/,"Ubicados en Zona 16. Con apartamentos de 3 habitaciones. Con más de 5 amenidades. Direccion: Zona 16, Ciudad de Guatemala. Nogales de Cayalá Apa tame tos e  zo a 16
E  su ce ca ía co ta á co  u  pue te peato al que lo co ecta á a la ciudad que lo tie e todo.

Posee u a ubicació  excepcio al co  dive sidad de come cios, gast o omía y luga es de i te és e  u  ambie te segu o pa a disf uta  e  familia.",https://citymap.com.gt/wp-content/uploads/2024/05/Nogales1.jpg,zona-16,,14.604077723664046,-90.48450275813306,151.0,3.0,3.5,,True,,,,2024-05-16,2024-06-06,,
nogales-de-cayala,Tipo C,https://citymap.com.gt/propiedades/nogales-de-cayala/,"Ubicados en Zona 16. Con apartamentos de 3 habitaciones. Con más de 5 amenidades. Direccion: Zona 16, Ciudad de Guatemala. Nogales de Cayalá Apa tame tos e  zo a 16
E  su ce ca ía co ta á co  u  pue te peato al que lo co ecta á a la ciudad que lo tie e todo.

Posee u a ubicació  excepcio al co  dive sidad de come cios, gast o omía y luga es de i te és e  u  ambie te segu o pa a disf uta  e  familia.",https://citymap.com.gt/wp-content/uploads/2024/05/Nogales1.jpg,zona-16,,14.604077723664046,-90.48450275813306,153.0,3.0,3.5,,True,,,,2024-05-16,2024-06-06,,
evero,Aria,https://citymap.com.gt/propiedades/evero/,"Ubicados en San Miguel Petapa con precio desde Q4,600. Con apartamentos de 2, 3 o 4 habitaciones. Con más de 6 amenidades. Direccion: 10 calle 11-20. Bulevar Izaya, zona 14 de San Miguel Petapa, Guatemala.",https://citymap.com.gt/wp-content/uploads/2024/04/apartamento.6aa14fdc12e00173ed90.png,san-miguel-petapa,,14.49231731128678,-90.56569933891296,65.0,2.0,2.0,1.0,True,,,78461.54,2024-04-03,2024-09-24,,1207.1
evero,Mara,https://citymap.com.gt/propiedades/evero/,"Ubicados en San Miguel Petapa con precio desde Q4,600. Con apartamentos de 2, 3 o 4 habitaciones. Con más de 6 amenidades. Direccion: 10 calle 11-20. Bulevar Izaya, zona 14 de San Miguel Petapa, Guatemala.",https://citymap.com.gt/wp-content/uploads/2024/04/apartamento.6aa14fdc12e00173ed90.png,san-miguel-petapa,,14.49231731128678,-90.56569933891296,86.0,3.0,2.0,1.0,True,,,94205.13,2024-04-03,2024-09-24,,1095.41
evero,Zatti,https://citymap.com.gt/propiedades/evero/,"Ubicados en San Miguel Petapa con precio desde Q4,600. Con apartamentos de 2, 3 o 4 habitaciones. Con más de 6 amenidades. Direccion: 10 calle 11-20. Bulevar Izaya, zona 14 de San Miguel Petapa, Guatemala.",https://citymap.com.gt/wp-content/uploads/2024/04/apartamento.6aa14fdc12e00173ed90.png,san-miguel-petapa,,14.49231731128678,-90.56569933891296,123.0,3.0,3.0,1.0,True,,,117948.72,2024-04-03,2024-09-24,,958.93
evero,Casa Vestra,https://citymap.com.gt/propiedades/evero/,"Ubicados en San Miguel Petapa con precio desde Q4,600. Con apartamentos de 2, 3 o 4 habitaciones. Con más de 6 amenidades. Direccion: 10 calle 11-20. Bulevar Izaya, zona 14 de San Miguel Petapa, Guatemala.",https://citymap.com.gt/wp-content/uploads/2024/04/apartamento.6aa14fdc12e00173ed90.png,san-miguel-petapa,,14.49231731128678,-90.56569933891296,169.0,3.0,2.5,2.0,True,,,141025.64,2024-04-03,2024-09-24,,834.47
evero,Casa Natura,https://citymap.com.gt/propiedades/evero/,"Ubicados en San Miguel Petapa con precio desde Q4,600. Con apartamentos de 2, 3 o 4 habitaciones. Con más de 6 amenidades. Direccion: 10 calle 11-20. Bulevar Izaya, zona 14 de San Miguel Petapa, Guatemala.",https://citymap.com.gt/wp-content/uploads/2024/04/apartamento.6aa14fdc12e00173ed90.png,san-miguel-petapa,,14.49231731128678,-90.56569933891296,191.0,3.0,2.5,2.0,True,,,153846.15,2024-04-03,2024-09-24,,805.48
evero,Elia,https://citymap.com.gt/propiedades/evero/,"Ubicados en San Miguel Petapa con precio desde Q4,600. Con apartamentos de 2, 3 o 4 habitaciones. Con más de 6 amenidades. Direccion: 10 calle 11-20. Bulevar Izaya, zona 14 de San Miguel Petapa, Guatemala.",https://citymap.com.gt/wp-content/uploads/2024/04/apartamento.6aa14fdc12e00173ed90.png,san-miguel-petapa,,14.49231731128678,-90.56569933891296,222.0,3.0,3.5,2.0,True,,,181576.92,2024-04-03,2024-09-24,,817.91
evero,Nero,https://citymap.com.gt/propiedades/evero/,"Ubicados en San Miguel Petapa con precio desde Q4,600. Con apartamentos de 2, 3 o 4 habitaciones. Con más de 6 amenidades. Direccion: 10 calle 11-20. Bulevar Izaya, zona 14 de San Miguel Petapa, Guatemala.",https://citymap.com.gt/wp-content/uploads/2024/04/apartamento.6aa14fdc12e00173ed90.png,san-miguel-petapa,,14.49231731128678,-90.56569933891296,214.0,4.0,4.0,2.0,True,,,169358.97,2024-04-03,2024-09-24,,791.4
