project_name,apartment_type,project_url,project_description,project_img_url,project_zone,project_status,project_lat,project_lon,apartment_m2,apartment_beds,apartment_baths,apartment_parking,apartment_has_serviceroom,apartment_has_storeroom,apartment_rent,apartment_price,project_c_date,project_m_date,apartment_rent_m2,apartment_price_m2
armonia-apartamentos,"Tipo A: A1, A2, A3",https://citymap.com.gt/propiedades/armonia-apartamentos/,"Ubicados en Zona 12 con precio desde Q5,900. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 3 amenidades. Direccion: Calzada Atanasio Tzul y 16 avenida Zona 12.",https://citymap.com.gt/wp-content/uploads/2021/04/118460001_149717426829919_4015477688306804499_n.jpg,zona-12,,14.600022,-90.540111,43.0,1.0,1.0,1.0,,,,,2021-04-13,2024-04-17,,
armonia-apartamentos,"Tipo B: B1, B2, B3",https://citymap.com.gt/propiedades/armonia-apartamentos/,"Ubicados en Zona 12 con precio desde Q5,900. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 3 amenidades. Direccion: Calzada Atanasio Tzul y 16 avenida Zona 12.",https://citymap.com.gt/wp-content/uploads/2021/04/118460001_149717426829919_4015477688306804499_n.jpg,zona-12,,14.600022,-90.540111,62.0,2.0,2.0,2.0,,,,,2021-04-13,2024-04-17,,
armonia-apartamentos,Tipo C: C1,https://citymap.com.gt/propiedades/armonia-apartamentos/,"Ubicados en Zona 12 con precio desde Q5,900. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 3 amenidades. Direccion: Calzada Atanasio Tzul y 16 avenida Zona 12.",https://citymap.com.gt/wp-content/uploads/2021/04/118460001_149717426829919_4015477688306804499_n.jpg,zona-12,,14.600022,-90.540111,70.0,3.0,2.0,2.0,,,,,2021-04-13,2024-04-17,,
armonia-apartamentos,"Tipo D: D1, D2",https://citymap.com.gt/propiedades/armonia-apartamentos/,"Ubicados en Zona 12 con precio desde Q5,900. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 3 amenidades. Direccion: Calzada Atanasio Tzul y 16 avenida Zona 12.",https://citymap.com.gt/wp-content/uploads/2021/04/118460001_149717426829919_4015477688306804499_n.jpg,zona-12,,14.600022,-90.540111,77.0,3.0,2.0,2.0,,,,,2021-04-13,2024-04-17,,
via-venti,Modelo 65,https://citymap.com.gt/propiedades/via-venti/,"Ubicados en Zona 10. Con apartamentos de 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 20 Calle 10-66 Zona 10. Via Ve ti apa tame tos e  zo a 10
E cue t a la pe fecció  e  cada  i có  de Via Ve ti, do de la luz  atu al i u da cada espacio; las vistas pa o ámicas de la ciudad te e ca ta á .

¡Disf uta ás mome tos i olvidables e   uest o bello ja dí !

Co tamos co  148 apa tame tos dist ibuidos e  19 pisos, y 4 sóta os exclusivos pa a estacio amie to de  eside tes.",https://citymap.com.gt/wp-content/uploads/2021/03/viaventi3.jpg,zona-10,,14.589619,-90.509781,65.0,2.0,2.0,2.0,True,,,,2021-03-04,2024-06-07,,
via-venti,Modelo 93,https://citymap.com.gt/propiedades/via-venti/,"Ubicados en Zona 10. Con apartamentos de 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 20 Calle 10-66 Zona 10. Via Ve ti apa tame tos e  zo a 10
E cue t a la pe fecció  e  cada  i có  de Via Ve ti, do de la luz  atu al i u da cada espacio; las vistas pa o ámicas de la ciudad te e ca ta á .

¡Disf uta ás mome tos i olvidables e   uest o bello ja dí !

Co tamos co  148 apa tame tos dist ibuidos e  19 pisos, y 4 sóta os exclusivos pa a estacio amie to de  eside tes.",https://citymap.com.gt/wp-content/uploads/2021/03/viaventi3.jpg,zona-10,,14.589619,-90.509781,92.8,3.0,2.5,2.0,True,,,,2021-03-04,2024-06-07,,
via-venti,Modelo 94 y 93E,https://citymap.com.gt/propiedades/via-venti/,"Ubicados en Zona 10. Con apartamentos de 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 20 Calle 10-66 Zona 10. Via Ve ti apa tame tos e  zo a 10
E cue t a la pe fecció  e  cada  i có  de Via Ve ti, do de la luz  atu al i u da cada espacio; las vistas pa o ámicas de la ciudad te e ca ta á .

¡Disf uta ás mome tos i olvidables e   uest o bello ja dí !

Co tamos co  148 apa tame tos dist ibuidos e  19 pisos, y 4 sóta os exclusivos pa a estacio amie to de  eside tes.",https://citymap.com.gt/wp-content/uploads/2021/03/viaventi3.jpg,zona-10,,14.589619,-90.509781,94.14,3.0,2.5,2.0,True,,,,2021-03-04,2024-06-07,,
via-venti,Modelo 104,https://citymap.com.gt/propiedades/via-venti/,"Ubicados en Zona 10. Con apartamentos de 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 20 Calle 10-66 Zona 10. Via Ve ti apa tame tos e  zo a 10
E cue t a la pe fecció  e  cada  i có  de Via Ve ti, do de la luz  atu al i u da cada espacio; las vistas pa o ámicas de la ciudad te e ca ta á .

¡Disf uta ás mome tos i olvidables e   uest o bello ja dí !

Co tamos co  148 apa tame tos dist ibuidos e  19 pisos, y 4 sóta os exclusivos pa a estacio amie to de  eside tes.",https://citymap.com.gt/wp-content/uploads/2021/03/viaventi3.jpg,zona-10,,14.589619,-90.509781,103.88,3.0,2.5,2.0,True,,,,2021-03-04,2024-06-07,,
velure-16,B1,https://citymap.com.gt/propiedades/velure-16/,"Ubicados en Zona 16. Con apartamentos de 2 habitaciones. Con más de 7 amenidades. Direccion: 40 calle A 23 – 32 zona 16 Guatemala. Velu e 16 apa tame tos e  zo a 16
Apa tame tos co  u  he moso e to o que te ha á  olvida  el caos de la ciudad y disf uta  la paz de tu hoga .

VELURE 16 es ideal pa a pe so as que busca  vivi  e  la ciudad ce ca de la  atu aleza. Su ubicació  e  zo a 16 es accesible co  u  ambie te i igualable ce ca de todo lo que  ecesitas.",https://citymap.com.gt/wp-content/uploads/2020/11/5_V13-1024x576-1.png,zona-16,,14.599662,-90.463443,60.0,2.0,2.0,2.0,,,,108791.03,2020-11-24,2024-05-23,,1813.18
velure-16,B2,https://citymap.com.gt/propiedades/velure-16/,"Ubicados en Zona 16. Con apartamentos de 2 habitaciones. Con más de 7 amenidades. Direccion: 40 calle A 23 – 32 zona 16 Guatemala. Velu e 16 apa tame tos e  zo a 16
Apa tame tos co  u  he moso e to o que te ha á  olvida  el caos de la ciudad y disf uta  la paz de tu hoga .

VELURE 16 es ideal pa a pe so as que busca  vivi  e  la ciudad ce ca de la  atu aleza. Su ubicació  e  zo a 16 es accesible co  u  ambie te i igualable ce ca de todo lo que  ecesitas.",https://citymap.com.gt/wp-content/uploads/2020/11/5_V13-1024x576-1.png,zona-16,,14.599662,-90.463443,60.0,2.0,2.0,1.0,,,,93123.97,2020-11-24,2024-05-23,,1552.07
velure-16,C1,https://citymap.com.gt/propiedades/velure-16/,"Ubicados en Zona 16. Con apartamentos de 2 habitaciones. Con más de 7 amenidades. Direccion: 40 calle A 23 – 32 zona 16 Guatemala. Velu e 16 apa tame tos e  zo a 16
Apa tame tos co  u  he moso e to o que te ha á  olvida  el caos de la ciudad y disf uta  la paz de tu hoga .

VELURE 16 es ideal pa a pe so as que busca  vivi  e  la ciudad ce ca de la  atu aleza. Su ubicació  e  zo a 16 es accesible co  u  ambie te i igualable ce ca de todo lo que  ecesitas.",https://citymap.com.gt/wp-content/uploads/2020/11/5_V13-1024x576-1.png,zona-16,,14.599662,-90.463443,70.0,2.0,2.0,2.0,,,,123343.08,2020-11-24,2024-05-23,,1762.04
velure-16,C2,https://citymap.com.gt/propiedades/velure-16/,"Ubicados en Zona 16. Con apartamentos de 2 habitaciones. Con más de 7 amenidades. Direccion: 40 calle A 23 – 32 zona 16 Guatemala. Velu e 16 apa tame tos e  zo a 16
Apa tame tos co  u  he moso e to o que te ha á  olvida  el caos de la ciudad y disf uta  la paz de tu hoga .

VELURE 16 es ideal pa a pe so as que busca  vivi  e  la ciudad ce ca de la  atu aleza. Su ubicació  e  zo a 16 es accesible co  u  ambie te i igualable ce ca de todo lo que  ecesitas.",https://citymap.com.gt/wp-content/uploads/2020/11/5_V13-1024x576-1.png,zona-16,,14.599662,-90.463443,74.0,2.0,2.0,2.0,,,,127731.03,2020-11-24,2024-05-23,,1726.09
velure-16,C3,https://citymap.com.gt/propiedades/velure-16/,"Ubicados en Zona 16. Con apartamentos de 2 habitaciones. Con más de 7 amenidades. Direccion: 40 calle A 23 – 32 zona 16 Guatemala. Velu e 16 apa tame tos e  zo a 16
Apa tame tos co  u  he moso e to o que te ha á  olvida  el caos de la ciudad y disf uta  la paz de tu hoga .

VELURE 16 es ideal pa a pe so as que busca  vivi  e  la ciudad ce ca de la  atu aleza. Su ubicació  e  zo a 16 es accesible co  u  ambie te i igualable ce ca de todo lo que  ecesitas.",https://citymap.com.gt/wp-content/uploads/2020/11/5_V13-1024x576-1.png,zona-16,,14.599662,-90.463443,70.0,2.0,2.0,2.0,,,,119719.87,2020-11-24,2024-05-23,,1710.28
21b,A,https://citymap.com.gt/propiedades/21b/,"Ubicados en Zona 15 con precio desde Q5,801. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 21A. AVE. ""B"" 0-26, ZONA 15, VISTA HERMOSA II.",https://citymap.com.gt/wp-content/uploads/2021/04/21B-1024x1024-1.jpg,zona-15,,14.585809,-90.491922,64.0,1.0,1.0,1.0,,,,,2021-04-08,2024-08-15,,
21b,B,https://citymap.com.gt/propiedades/21b/,"Ubicados en Zona 15 con precio desde Q5,801. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 21A. AVE. ""B"" 0-26, ZONA 15, VISTA HERMOSA II.",https://citymap.com.gt/wp-content/uploads/2021/04/21B-1024x1024-1.jpg,zona-15,,14.585809,-90.491922,64.0,1.0,1.0,1.0,,,,,2021-04-08,2024-08-15,,
21b,K,https://citymap.com.gt/propiedades/21b/,"Ubicados en Zona 15 con precio desde Q5,801. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 21A. AVE. ""B"" 0-26, ZONA 15, VISTA HERMOSA II.",https://citymap.com.gt/wp-content/uploads/2021/04/21B-1024x1024-1.jpg,zona-15,,14.585809,-90.491922,195.0,1.0,2.0,2.0,,,,,2021-04-08,2024-08-15,,
21b,C,https://citymap.com.gt/propiedades/21b/,"Ubicados en Zona 15 con precio desde Q5,801. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 21A. AVE. ""B"" 0-26, ZONA 15, VISTA HERMOSA II.",https://citymap.com.gt/wp-content/uploads/2021/04/21B-1024x1024-1.jpg,zona-15,,14.585809,-90.491922,100.0,2.0,2.0,2.0,,,,,2021-04-08,2024-08-15,,
21b,E,https://citymap.com.gt/propiedades/21b/,"Ubicados en Zona 15 con precio desde Q5,801. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 21A. AVE. ""B"" 0-26, ZONA 15, VISTA HERMOSA II.",https://citymap.com.gt/wp-content/uploads/2021/04/21B-1024x1024-1.jpg,zona-15,,14.585809,-90.491922,89.0,2.0,2.0,2.0,,,,,2021-04-08,2024-08-15,,
21b,H,https://citymap.com.gt/propiedades/21b/,"Ubicados en Zona 15 con precio desde Q5,801. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 21A. AVE. ""B"" 0-26, ZONA 15, VISTA HERMOSA II.",https://citymap.com.gt/wp-content/uploads/2021/04/21B-1024x1024-1.jpg,zona-15,,14.585809,-90.491922,152.0,2.0,2.0,2.0,,,,,2021-04-08,2024-08-15,,
21b,I,https://citymap.com.gt/propiedades/21b/,"Ubicados en Zona 15 con precio desde Q5,801. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 21A. AVE. ""B"" 0-26, ZONA 15, VISTA HERMOSA II.",https://citymap.com.gt/wp-content/uploads/2021/04/21B-1024x1024-1.jpg,zona-15,,14.585809,-90.491922,144.0,2.0,2.0,2.0,,,,,2021-04-08,2024-08-15,,
21b,J,https://citymap.com.gt/propiedades/21b/,"Ubicados en Zona 15 con precio desde Q5,801. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 21A. AVE. ""B"" 0-26, ZONA 15, VISTA HERMOSA II.",https://citymap.com.gt/wp-content/uploads/2021/04/21B-1024x1024-1.jpg,zona-15,,14.585809,-90.491922,124.0,2.0,2.0,2.0,,,,,2021-04-08,2024-08-15,,
21b,G,https://citymap.com.gt/propiedades/21b/,"Ubicados en Zona 15 con precio desde Q5,801. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 21A. AVE. ""B"" 0-26, ZONA 15, VISTA HERMOSA II.",https://citymap.com.gt/wp-content/uploads/2021/04/21B-1024x1024-1.jpg,zona-15,,14.585809,-90.491922,169.0,2.0,2.0,2.0,,,,,2021-04-08,2024-08-15,,
21b,D,https://citymap.com.gt/propiedades/21b/,"Ubicados en Zona 15 con precio desde Q5,801. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 21A. AVE. ""B"" 0-26, ZONA 15, VISTA HERMOSA II.",https://citymap.com.gt/wp-content/uploads/2021/04/21B-1024x1024-1.jpg,zona-15,,14.585809,-90.491922,128.0,3.0,2.0,2.0,,,,,2021-04-08,2024-08-15,,
21b,F,https://citymap.com.gt/propiedades/21b/,"Ubicados en Zona 15 con precio desde Q5,801. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 21A. AVE. ""B"" 0-26, ZONA 15, VISTA HERMOSA II.",https://citymap.com.gt/wp-content/uploads/2021/04/21B-1024x1024-1.jpg,zona-15,,14.585809,-90.491922,138.0,3.0,2.0,2.0,,,,,2021-04-08,2024-08-15,,
fiamene,1 Dormitorio,https://citymap.com.gt/propiedades/fiamene/,"Ubicados en Zona 10 con precio desde Q3,900. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 8 amenidades. Direccion: 9na. Calle 1-50 zona 10.",https://citymap.com.gt/wp-content/uploads/2021/04/157040223_263920381874476_6128704749942102553_n.jpg,zona-10,,14.604610960691126,-90.51428139209747,23.0,1.0,1.0,1.0,,,500.0,73717.95,2021-04-13,2024-08-14,21.74,3205.13
fiamene,1 Dormitorio,https://citymap.com.gt/propiedades/fiamene/,"Ubicados en Zona 10 con precio desde Q3,900. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 8 amenidades. Direccion: 9na. Calle 1-50 zona 10.",https://citymap.com.gt/wp-content/uploads/2021/04/157040223_263920381874476_6128704749942102553_n.jpg,zona-10,,14.604610960691126,-90.51428139209747,35.0,1.0,1.0,1.0,,,653.85,97435.9,2021-04-13,2024-08-14,18.68,2783.88
fiamene,2 Dormitorios,https://citymap.com.gt/propiedades/fiamene/,"Ubicados en Zona 10 con precio desde Q3,900. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 8 amenidades. Direccion: 9na. Calle 1-50 zona 10.",https://citymap.com.gt/wp-content/uploads/2021/04/157040223_263920381874476_6128704749942102553_n.jpg,zona-10,,14.604610960691126,-90.51428139209747,44.0,2.0,1.0,1.0,,,1051.28,157692.31,2021-04-13,2024-08-14,23.89,3583.92
fiamene,3 Dormitorios,https://citymap.com.gt/propiedades/fiamene/,"Ubicados en Zona 10 con precio desde Q3,900. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 8 amenidades. Direccion: 9na. Calle 1-50 zona 10.",https://citymap.com.gt/wp-content/uploads/2021/04/157040223_263920381874476_6128704749942102553_n.jpg,zona-10,,14.604610960691126,-90.51428139209747,60.0,3.0,2.0,,,,1164.62,166758.21,2021-04-13,2024-08-14,19.41,2779.3
torre-milea,B1,https://citymap.com.gt/propiedades/torre-milea/,"Ubicados en Zona 13 con precio desde Q7,700. Con apartamentos de 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 15 avenida 24-27 zona 13.",https://citymap.com.gt/wp-content/uploads/2021/03/155115344_179680527289187_1388805264419242873_o.jpg,zona-13,,14.571513,-90.526999,70.13,2.0,2.0,,,,,,2021-03-18,2024-01-10,,
torre-milea,B2,https://citymap.com.gt/propiedades/torre-milea/,"Ubicados en Zona 13 con precio desde Q7,700. Con apartamentos de 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 15 avenida 24-27 zona 13.",https://citymap.com.gt/wp-content/uploads/2021/03/155115344_179680527289187_1388805264419242873_o.jpg,zona-13,,14.571513,-90.526999,61.65,2.0,2.0,,,,,,2021-03-18,2024-01-10,,
torre-milea,BJ2,https://citymap.com.gt/propiedades/torre-milea/,"Ubicados en Zona 13 con precio desde Q7,700. Con apartamentos de 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 15 avenida 24-27 zona 13.",https://citymap.com.gt/wp-content/uploads/2021/03/155115344_179680527289187_1388805264419242873_o.jpg,zona-13,,14.571513,-90.526999,77.29,2.0,2.0,,,,,,2021-03-18,2024-01-10,,
torre-milea,B3,https://citymap.com.gt/propiedades/torre-milea/,"Ubicados en Zona 13 con precio desde Q7,700. Con apartamentos de 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 15 avenida 24-27 zona 13.",https://citymap.com.gt/wp-content/uploads/2021/03/155115344_179680527289187_1388805264419242873_o.jpg,zona-13,,14.571513,-90.526999,61.6,2.0,2.0,,,,,,2021-03-18,2024-01-10,,
torre-milea,C1,https://citymap.com.gt/propiedades/torre-milea/,"Ubicados en Zona 13 con precio desde Q7,700. Con apartamentos de 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 15 avenida 24-27 zona 13.",https://citymap.com.gt/wp-content/uploads/2021/03/155115344_179680527289187_1388805264419242873_o.jpg,zona-13,,14.571513,-90.526999,72.2,2.0,2.0,,,,,,2021-03-18,2024-01-10,,
torre-milea,C2,https://citymap.com.gt/propiedades/torre-milea/,"Ubicados en Zona 13 con precio desde Q7,700. Con apartamentos de 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 15 avenida 24-27 zona 13.",https://citymap.com.gt/wp-content/uploads/2021/03/155115344_179680527289187_1388805264419242873_o.jpg,zona-13,,14.571513,-90.526999,69.41,2.0,2.0,,,,,,2021-03-18,2024-01-10,,
torre-milea,A1,https://citymap.com.gt/propiedades/torre-milea/,"Ubicados en Zona 13 con precio desde Q7,700. Con apartamentos de 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 15 avenida 24-27 zona 13.",https://citymap.com.gt/wp-content/uploads/2021/03/155115344_179680527289187_1388805264419242873_o.jpg,zona-13,,14.571513,-90.526999,86.84,3.0,2.0,,,,,,2021-03-18,2024-01-10,,
torre-milea,A2,https://citymap.com.gt/propiedades/torre-milea/,"Ubicados en Zona 13 con precio desde Q7,700. Con apartamentos de 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 15 avenida 24-27 zona 13.",https://citymap.com.gt/wp-content/uploads/2021/03/155115344_179680527289187_1388805264419242873_o.jpg,zona-13,,14.571513,-90.526999,84.42,3.0,2.0,,,,,,2021-03-18,2024-01-10,,
torre-milea,A3,https://citymap.com.gt/propiedades/torre-milea/,"Ubicados en Zona 13 con precio desde Q7,700. Con apartamentos de 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 15 avenida 24-27 zona 13.",https://citymap.com.gt/wp-content/uploads/2021/03/155115344_179680527289187_1388805264419242873_o.jpg,zona-13,,14.571513,-90.526999,86.49,3.0,2.0,,,,,,2021-03-18,2024-01-10,,
torre-milea,B,https://citymap.com.gt/propiedades/torre-milea/,"Ubicados en Zona 13 con precio desde Q7,700. Con apartamentos de 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 15 avenida 24-27 zona 13.",https://citymap.com.gt/wp-content/uploads/2021/03/155115344_179680527289187_1388805264419242873_o.jpg,zona-13,,14.571513,-90.526999,67.68,3.0,2.0,,,,,,2021-03-18,2024-01-10,,
torre-milea,BT,https://citymap.com.gt/propiedades/torre-milea/,"Ubicados en Zona 13 con precio desde Q7,700. Con apartamentos de 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 15 avenida 24-27 zona 13.",https://citymap.com.gt/wp-content/uploads/2021/03/155115344_179680527289187_1388805264419242873_o.jpg,zona-13,,14.571513,-90.526999,87.54,3.0,2.0,,,,,,2021-03-18,2024-01-10,,
astorga,F,https://citymap.com.gt/propiedades/astorga/,"Ubicados en Zona 13. Con apartamentos de 2 o 3 habitaciones. Con más de 4 amenidades. Direccion: 24 calle, avenida las americas, zona 13 . Asto ga apa tame tos e  zo a 13
El edificio de apa tame tos está ubicado e  u a zo a  eside cial de alta plusvalía e  la ciudad de Guatemala, como es el á ea El Mi ado  Elgí  zo a 13. El co cepto de diseño del edificio es ap ovecha  al máximo los espacios dispo ibles de t o de u  ambie te ag adable.",https://citymap.com.gt/wp-content/uploads/2021/03/astorga-01.jpg,zona-13,,14.570717,-90.526558,107.61,2.0,2.0,1.0,,,,,2021-03-08,2024-08-19,,
astorga,G,https://citymap.com.gt/propiedades/astorga/,"Ubicados en Zona 13. Con apartamentos de 2 o 3 habitaciones. Con más de 4 amenidades. Direccion: 24 calle, avenida las americas, zona 13 . Asto ga apa tame tos e  zo a 13
El edificio de apa tame tos está ubicado e  u a zo a  eside cial de alta plusvalía e  la ciudad de Guatemala, como es el á ea El Mi ado  Elgí  zo a 13. El co cepto de diseño del edificio es ap ovecha  al máximo los espacios dispo ibles de t o de u  ambie te ag adable.",https://citymap.com.gt/wp-content/uploads/2021/03/astorga-01.jpg,zona-13,,14.570717,-90.526558,131.24,2.0,2.5,2.0,,,,,2021-03-08,2024-08-19,,
astorga,A,https://citymap.com.gt/propiedades/astorga/,"Ubicados en Zona 13. Con apartamentos de 2 o 3 habitaciones. Con más de 4 amenidades. Direccion: 24 calle, avenida las americas, zona 13 . Asto ga apa tame tos e  zo a 13
El edificio de apa tame tos está ubicado e  u a zo a  eside cial de alta plusvalía e  la ciudad de Guatemala, como es el á ea El Mi ado  Elgí  zo a 13. El co cepto de diseño del edificio es ap ovecha  al máximo los espacios dispo ibles de t o de u  ambie te ag adable.",https://citymap.com.gt/wp-content/uploads/2021/03/astorga-01.jpg,zona-13,,14.570717,-90.526558,163.18,3.0,3.0,2.0,,,,,2021-03-08,2024-08-19,,
astorga,B,https://citymap.com.gt/propiedades/astorga/,"Ubicados en Zona 13. Con apartamentos de 2 o 3 habitaciones. Con más de 4 amenidades. Direccion: 24 calle, avenida las americas, zona 13 . Asto ga apa tame tos e  zo a 13
El edificio de apa tame tos está ubicado e  u a zo a  eside cial de alta plusvalía e  la ciudad de Guatemala, como es el á ea El Mi ado  Elgí  zo a 13. El co cepto de diseño del edificio es ap ovecha  al máximo los espacios dispo ibles de t o de u  ambie te ag adable.",https://citymap.com.gt/wp-content/uploads/2021/03/astorga-01.jpg,zona-13,,14.570717,-90.526558,191.7,3.0,3.5,2.0,,,,,2021-03-08,2024-08-19,,
astorga,C,https://citymap.com.gt/propiedades/astorga/,"Ubicados en Zona 13. Con apartamentos de 2 o 3 habitaciones. Con más de 4 amenidades. Direccion: 24 calle, avenida las americas, zona 13 . Asto ga apa tame tos e  zo a 13
El edificio de apa tame tos está ubicado e  u a zo a  eside cial de alta plusvalía e  la ciudad de Guatemala, como es el á ea El Mi ado  Elgí  zo a 13. El co cepto de diseño del edificio es ap ovecha  al máximo los espacios dispo ibles de t o de u  ambie te ag adable.",https://citymap.com.gt/wp-content/uploads/2021/03/astorga-01.jpg,zona-13,,14.570717,-90.526558,107.61,3.0,2.0,1.0,,,,,2021-03-08,2024-08-19,,
astorga,D,https://citymap.com.gt/propiedades/astorga/,"Ubicados en Zona 13. Con apartamentos de 2 o 3 habitaciones. Con más de 4 amenidades. Direccion: 24 calle, avenida las americas, zona 13 . Asto ga apa tame tos e  zo a 13
El edificio de apa tame tos está ubicado e  u a zo a  eside cial de alta plusvalía e  la ciudad de Guatemala, como es el á ea El Mi ado  Elgí  zo a 13. El co cepto de diseño del edificio es ap ovecha  al máximo los espacios dispo ibles de t o de u  ambie te ag adable.",https://citymap.com.gt/wp-content/uploads/2021/03/astorga-01.jpg,zona-13,,14.570717,-90.526558,131.24,3.0,3.0,2.0,,,,,2021-03-08,2024-08-19,,
astorga,E,https://citymap.com.gt/propiedades/astorga/,"Ubicados en Zona 13. Con apartamentos de 2 o 3 habitaciones. Con más de 4 amenidades. Direccion: 24 calle, avenida las americas, zona 13 . Asto ga apa tame tos e  zo a 13
El edificio de apa tame tos está ubicado e  u a zo a  eside cial de alta plusvalía e  la ciudad de Guatemala, como es el á ea El Mi ado  Elgí  zo a 13. El co cepto de diseño del edificio es ap ovecha  al máximo los espacios dispo ibles de t o de u  ambie te ag adable.",https://citymap.com.gt/wp-content/uploads/2021/03/astorga-01.jpg,zona-13,,14.570717,-90.526558,233.0,3.0,3.5,2.0,,,,,2021-03-08,2024-08-19,,
torre-teruel,Villel,https://citymap.com.gt/propiedades/torre-teruel/,"Ubicados en Zona 12 con precio desde Q7,252. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 7 amenidades. Direccion: 2A. AVENIDA 47-62 COLONIA MONTE MARÍA 1.",https://citymap.com.gt/wp-content/uploads/2021/04/Torre-Terruel_-Fachada-frontal-1.jpg,zona-12,,14.5753,-90.568377,40.0,1.0,1.0,1.0,,,,,2021-04-12,2024-11-06,,
torre-teruel,Sicilia,https://citymap.com.gt/propiedades/torre-teruel/,"Ubicados en Zona 12 con precio desde Q7,252. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 7 amenidades. Direccion: 2A. AVENIDA 47-62 COLONIA MONTE MARÍA 1.",https://citymap.com.gt/wp-content/uploads/2021/04/Torre-Terruel_-Fachada-frontal-1.jpg,zona-12,,14.5753,-90.568377,67.0,2.0,2.0,1.0,,,,,2021-04-12,2024-11-06,,
torre-teruel,Marqués,https://citymap.com.gt/propiedades/torre-teruel/,"Ubicados en Zona 12 con precio desde Q7,252. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 7 amenidades. Direccion: 2A. AVENIDA 47-62 COLONIA MONTE MARÍA 1.",https://citymap.com.gt/wp-content/uploads/2021/04/Torre-Terruel_-Fachada-frontal-1.jpg,zona-12,,14.5753,-90.568377,67.68,3.0,2.0,2.0,,,,,2021-04-12,2024-11-06,,
centrico,ROMA,https://citymap.com.gt/propiedades/centrico/,"Ubicados en Zona 5. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 7 amenidades. Direccion: 30 Calle 28-49 zona 5. Ce t ico apa tame tos e  zo a 5
Cé t ico, el  uevo ce t o de  efe e cia de zo a 5, combi a á ea  eside cial y de come cio, co  la misió  de t a sfo ma  la vida de las pe so as, hacié dola más p áctica y co ve ie te.

Nuest os apa tame tos tie e  u  diseño i spi ado e  las g a des ciudades de Eu opa, co  acabados del más alto está da  de calidad. Las opcio es de apa tame tos so  de 1, 2 o 3 habitacio es, segú  sea la  ecesidad de  uest os clie tes",https://citymap.com.gt/wp-content/uploads/2021/04/116935229_321975595813445_2191292355097918123_n.jpg,zona-5,,14.618631,-90.5032398,46.31,1.0,1.0,1.0,True,,,,2021-04-19,2024-06-03,,
